velocity_1min,velocity_5min,velocity_60min,velocity_1440min,ip_novelty,device_novelty,geo_novelty,impossible_travel,travel_speed_kmh,device_consistency_score,user_agent_consistency,sparse_history,label
1.0,2.0,1.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
3.0,8.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.6541903,0.7110934,1.0,1.0
0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.88477826,0.91781706,0.0,0.0
0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.94279027,0.95412874,0.0,0.0
15.0,16.0,95.0,73.0,1.0,1.0,0.0,0.0,0.0,0.09992829,0.16219208,0.0,1.0
11.0,23.0,32.0,135.0,1.0,0.0,1.0,0.0,0.0,0.054736394,0.09504758,0.0,1.0
1.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.9442847,0.89805853,0.0,0.0
0.0,2.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.9382701,0.9425051,0.0,0.0
1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.975682,0.9847527,0.0,0.0
2.0,0.0,8.0,19.0,1.0,0.0,1.0,1.0,4387.0,0.90721846,0.95455617,0.0,1.0
0.0,2.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.8644338,0.8748061,0.0,0.0
1.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.91917676,0.9186351,0.0,0.0
2.0,1.0,3.0,22.0,1.0,0.0,1.0,1.0,4090.0,0.7398644,0.89930713,0.0,1.0
9.0,15.0,81.0,55.0,1.0,1.0,0.0,0.0,0.0,0.25033054,0.20453131,0.0,1.0
1.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.870211,0.90641135,0.0,0.0
0.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.8834613,0.96454734,0.0,0.0
1.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8825797,0.85924226,0.0,0.0
2.0,1.0,3.0,9.0,1.0,0.0,1.0,1.0,4431.0,0.63088524,0.72202224,0.0,1.0
12.0,26.0,72.0,122.0,1.0,1.0,1.0,0.0,0.0,0.18788221,0.08014888,0.0,1.0
0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8866011,0.8703216,0.0,0.0
8.0,17.0,81.0,159.0,1.0,1.0,0.0,0.0,0.0,0.15020831,0.07384627,0.0,1.0
0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8078502,0.906513,0.0,0.0
6.0,24.0,35.0,111.0,1.0,0.0,1.0,0.0,0.0,0.27063897,0.18443438,0.0,1.0
1.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9110553,0.9726813,0.0,0.0
0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.94204587,0.8512502,0.0,0.0
0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.81656283,0.8685528,0.0,0.0
0.0,4.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.47037533,0.3287311,0.0,0.0
1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.82293105,0.8552297,0.0,0.0
2.0,4.0,7.0,15.0,1.0,0.0,1.0,1.0,2438.0,0.7929372,0.81854486,0.0,1.0
0.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.9152478,0.89603615,0.0,0.0
1.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.8960583,0.87615293,0.0,0.0
15.0,34.0,80.0,60.0,1.0,1.0,0.0,0.0,0.0,0.21574076,0.10574365,0.0,1.0
6.0,22.0,39.0,120.0,1.0,0.0,1.0,0.0,0.0,0.20215319,0.28410065,0.0,1.0
0.0,1.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.92632705,0.93612933,0.0,0.0
15.0,31.0,85.0,95.0,1.0,1.0,1.0,0.0,0.0,0.18671618,0.07179606,0.0,1.0
1.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.97533464,0.96935904,0.0,0.0
5.0,16.0,77.0,112.0,1.0,1.0,1.0,0.0,0.0,0.14156695,0.26475525,0.0,1.0
1.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.91055804,0.93171847,0.0,0.0
1.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.9347694,0.9692756,0.0,0.0
0.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.91124564,0.9336145,0.0,0.0
13.0,34.0,67.0,193.0,1.0,0.0,1.0,0.0,0.0,0.20461774,0.06898384,0.0,1.0
0.0,2.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8408208,0.94936544,0.0,0.0
0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.83596337,0.9119167,0.0,0.0
1.0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.8437428,0.91225904,0.0,0.0
1.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.8959019,0.9115462,0.0,0.0
12.0,40.0,40.0,168.0,1.0,0.0,1.0,0.0,0.0,0.2376532,0.18228023,0.0,1.0
7.0,15.0,64.0,144.0,1.0,1.0,0.0,0.0,0.0,0.117953025,0.21457346,0.0,1.0
1.0,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8225258,0.9570399,0.0,0.0
12.0,26.0,82.0,163.0,1.0,0.0,0.0,0.0,0.0,0.111178294,0.18683541,0.0,1.0
1.0,3.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.92957014,0.9347167,0.0,0.0
1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9507677,0.9720082,0.0,0.0
1.0,2.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.8205016,0.97362393,0.0,0.0
0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.9709544,0.94008285,0.0,0.0
1.0,8.0,5.0,12.0,1.0,0.0,1.0,0.0,0.0,0.7637549,0.55936617,0.0,1.0
0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.95054096,0.8676814,0.0,0.0
3.0,4.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.7986949,0.76015157,1.0,1.0
0.0,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.9246902,0.9192928,0.0,0.0
13.0,30.0,35.0,117.0,1.0,0.0,0.0,0.0,0.0,0.2430507,0.17671025,0.0,1.0
1.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.8212808,0.88299555,0.0,0.0
0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.9407691,0.9420098,0.0,0.0
0.0,5.0,5.0,24.0,1.0,0.0,1.0,1.0,3204.0,0.8006321,0.85852015,0.0,1.0
1.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8862035,0.8841332,0.0,0.0
1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.945782,0.9883401,0.0,0.0
1.0,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8022539,0.94410944,0.0,0.0
1.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8787571,0.90976155,0.0,0.0
1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.9509569,0.8943761,0.0,0.0
0.0,2.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.94518834,0.9263426,0.0,0.0
0.0,2.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.8157782,0.95065886,0.0,0.0
0.0,0.0,5.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
15.0,16.0,45.0,126.0,1.0,1.0,1.0,0.0,0.0,0.23397233,0.28042495,0.0,1.0
1.0,0.0,0.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.93115443,0.905694,0.0,0.0
0.0,4.0,10.0,24.0,1.0,0.0,1.0,1.0,4488.0,0.6350429,0.7328785,0.0,1.0
1.0,3.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.6044499,0.46288413,0.0,1.0
6.0,21.0,60.0,62.0,1.0,1.0,1.0,0.0,0.0,0.27933136,0.16524887,0.0,1.0
0.0,1.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.9181782,0.88421476,0.0,0.0
0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.81557727,0.948041,0.0,0.0
2.0,6.0,15.0,6.0,1.0,1.0,1.0,0.0,0.0,0.31482345,0.6101207,1.0,1.0
1.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.9480394,0.957043,0.0,0.0
10.0,18.0,43.0,70.0,1.0,1.0,1.0,0.0,0.0,0.15697704,0.15518004,0.0,1.0
1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.94407314,0.86955696,0.0,0.0
0.0,2.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8791517,0.87099314,0.0,0.0
1.0,1.0,4.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.93788964,0.9737259,0.0,0.0
0.0,1.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.82674205,0.88460404,0.0,0.0
0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.9747968,0.8809101,0.0,0.0
1.0,1.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.8969667,0.88392997,0.0,0.0
7.0,39.0,66.0,53.0,1.0,1.0,0.0,0.0,0.0,0.12627952,0.16779758,0.0,1.0
1.0,4.0,4.0,8.0,1.0,0.0,1.0,1.0,2840.0,0.7395234,0.9213988,0.0,1.0
0.0,0.0,5.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,6.0,14.0,9.0,1.0,1.0,1.0,0.0,0.0,0.71437573,0.32026485,1.0,1.0
0.0,1.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.9504039,0.9841555,0.0,0.0
0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.95963174,0.9722485,0.0,0.0
5.0,19.0,34.0,98.0,1.0,0.0,1.0,0.0,0.0,0.2640213,0.10380323,0.0,1.0
0.0,1.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9634883,0.9697512,0.0,0.0
0.0,3.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.83598715,0.9512671,0.0,0.0
0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.91094273,0.9755491,0.0,0.0
1.0,2.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.82842356,0.9084753,0.0,0.0
0.0,3.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.74802715,0.31709513,0.0,1.0
0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.85910094,0.8562238,0.0,0.0
0.0,3.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.87186307,0.94980466,0.0,0.0
1.0,2.0,7.0,24.0,1.0,0.0,1.0,1.0,3553.0,0.89035577,0.72147995,0.0,1.0
0.0,2.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.80418754,0.86184496,0.0,0.0
1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.96621364,0.93373054,0.0,0.0
1.0,2.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.8249902,0.86834306,0.0,0.0
0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8558049,0.8909857,0.0,0.0
0.0,1.0,2.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,1.0,10.0,15.0,1.0,0.0,1.0,1.0,4217.0,0.89910424,0.7559766,0.0,1.0
1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.83214223,0.9847548,0.0,0.0
0.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.85292107,0.9063769,0.0,0.0
0.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.90521836,0.98282135,0.0,0.0
0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.9480509,0.98663825,0.0,0.0
1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9218323,0.97307616,0.0,0.0
1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9149857,0.89235747,0.0,0.0
0.0,1.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.81899256,0.9394074,0.0,0.0
1.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.9232543,0.9798572,0.0,0.0
6.0,33.0,33.0,111.0,1.0,1.0,1.0,0.0,0.0,0.1985109,0.09439592,0.0,1.0
0.0,0.0,6.0,5.0,1.0,0.0,1.0,1.0,2540.0,0.78921723,0.7244622,0.0,1.0
0.0,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.9260504,0.9697192,0.0,0.0
0.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.95743054,0.8952673,0.0,0.0
0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8088257,0.90837395,0.0,0.0
0.0,1.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.8057878,0.88863134,0.0,0.0
0.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.94614,0.87938297,0.0,0.0
0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.88315374,0.855709,0.0,0.0
0.0,0.0,5.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.8279562,0.9716607,0.0,0.0
0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.86072177,0.96702546,0.0,0.0
5.0,35.0,87.0,198.0,1.0,0.0,0.0,0.0,0.0,0.050117616,0.24848045,0.0,1.0
0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9208506,0.8515695,0.0,0.0
13.0,31.0,93.0,182.0,1.0,1.0,0.0,0.0,0.0,0.22029012,0.2115862,0.0,1.0
1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8231869,0.8788722,0.0,0.0
0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9476175,0.8717868,0.0,0.0
0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.89735085,0.8523672,0.0,0.0
1.0,2.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.89930093,0.8746078,0.0,0.0
14.0,15.0,74.0,99.0,1.0,1.0,0.0,0.0,0.0,0.09657243,0.08192907,0.0,1.0
1.0,1.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.9482639,0.9873586,0.0,0.0
1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.86415327,0.89203924,0.0,0.0
13.0,28.0,83.0,189.0,1.0,0.0,1.0,0.0,0.0,0.22540857,0.25307426,0.0,1.0
1.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.81523556,0.8811951,0.0,0.0
15.0,22.0,95.0,79.0,1.0,0.0,0.0,0.0,0.0,0.25155666,0.0767624,0.0,1.0
0.0,3.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.92177624,0.90605754,0.0,0.0
0.0,3.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8408152,0.9419836,0.0,0.0
0.0,4.0,3.0,15.0,1.0,0.0,1.0,1.0,1258.0,0.6422609,0.7409587,0.0,1.0
1.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.9368611,0.8807795,0.0,0.0
9.0,16.0,64.0,63.0,1.0,0.0,0.0,0.0,0.0,0.18364874,0.05034999,0.0,1.0
2.0,0.0,10.0,12.0,1.0,0.0,1.0,1.0,2327.0,0.63281846,0.8382246,0.0,1.0
1.0,2.0,2.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.35548502,0.4193037,1.0,1.0
1.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.97474873,0.9034991,0.0,0.0
1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8332794,0.9684756,0.0,0.0
1.0,2.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.900863,0.98045826,0.0,0.0
1.0,0.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.6549145,0.81278586,1.0,1.0
12.0,34.0,32.0,62.0,1.0,1.0,0.0,0.0,0.0,0.25082162,0.1214411,0.0,1.0
1.0,3.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9312071,0.88958144,0.0,0.0
1.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.9645288,0.9821863,0.0,0.0
1.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.93803155,0.9274052,0.0,0.0
11.0,18.0,30.0,65.0,1.0,0.0,1.0,0.0,0.0,0.27685001,0.08660671,0.0,1.0
0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.8068284,0.9859946,0.0,0.0
0.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8437281,0.8873748,0.0,0.0
0.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8739984,0.97093713,0.0,0.0
1.0,2.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.9094374,0.8933143,0.0,0.0
1.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.91732657,0.93704796,0.0,0.0
0.0,1.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.94118434,0.8785601,0.0,0.0
8.0,13.0,47.0,51.0,1.0,1.0,1.0,0.0,0.0,0.19207376,0.2661228,0.0,1.0
0.0,1.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.93027127,0.9105999,0.0,0.0
15.0,23.0,43.0,109.0,1.0,1.0,0.0,0.0,0.0,0.20488672,0.2857923,0.0,1.0
0.0,7.0,14.0,9.0,0.0,1.0,0.0,0.0,0.0,0.7838222,0.8041184,1.0,0.0
0.0,2.0,0.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
5.0,30.0,62.0,73.0,1.0,0.0,0.0,0.0,0.0,0.25568518,0.27529457,0.0,1.0
1.0,6.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.6635451,0.37586713,0.0,1.0
1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.95350873,0.913286,0.0,0.0
0.0,1.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8848681,0.9703715,0.0,0.0
0.0,1.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.9593586,0.9810203,0.0,0.0
1.0,2.0,5.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.92036694,0.8591649,0.0,0.0
0.0,3.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.89305955,0.9383912,0.0,0.0
0.0,0.0,2.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
2.0,2.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.8316726,0.69229114,1.0,0.0
1.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.9214338,0.8867919,0.0,0.0
1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.80290616,0.9032041,0.0,0.0
0.0,1.0,4.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9660086,0.8926898,0.0,0.0
1.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.8122718,0.9207196,0.0,0.0
15.0,12.0,69.0,73.0,1.0,0.0,1.0,0.0,0.0,0.23457411,0.27137053,0.0,1.0
2.0,4.0,9.0,24.0,1.0,0.0,1.0,1.0,3454.0,0.83135307,0.86645657,0.0,1.0
1.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.95668405,0.9114087,0.0,0.0
1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.8241755,0.9712642,0.0,0.0
1.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.9011849,0.9294968,0.0,0.0
0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9402444,0.94578767,0.0,0.0
1.0,4.0,10.0,23.0,1.0,0.0,1.0,1.0,1737.0,0.73465437,0.81722337,0.0,1.0
1.0,2.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.8477627,0.9493517,0.0,0.0
1.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8820922,0.9822637,0.0,0.0
0.0,2.0,0.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8580773,0.97612154,0.0,0.0
2.0,7.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,0.5685818,0.43278602,0.0,1.0
1.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.89625645,0.8728455,0.0,0.0
0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.86674106,0.9451479,0.0,0.0
1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.81220764,0.96863353,0.0,0.0
10.0,37.0,43.0,81.0,1.0,0.0,0.0,0.0,0.0,0.09988033,0.23651601,0.0,1.0
0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.86272925,0.87694,0.0,0.0
10.0,30.0,60.0,68.0,1.0,0.0,1.0,0.0,0.0,0.22042304,0.1982927,0.0,1.0
0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.9540021,0.96349055,0.0,0.0
0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8262463,0.87244755,0.0,0.0
0.0,2.0,4.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.8339193,0.855272,0.0,0.0
0.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.8023632,0.86363995,0.0,0.0
6.0,14.0,50.0,191.0,1.0,1.0,0.0,0.0,0.0,0.17616025,0.28925043,0.0,1.0
1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.82277596,0.9378224,0.0,0.0
1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9346934,0.9764965,0.0,0.0
0.0,1.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.86063343,0.97933567,0.0,0.0
0.0,3.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.88000095,0.85515344,0.0,0.0
0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.96070194,0.86641216,0.0,0.0
13.0,20.0,81.0,168.0,1.0,0.0,0.0,0.0,0.0,0.06278416,0.09926843,0.0,1.0
0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.9233446,0.90580314,0.0,0.0
3.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.68343747,0.8269089,0.0,0.0
1.0,0.0,5.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,3.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.92635834,0.8754323,0.0,0.0
1.0,3.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.83937657,0.8535363,0.0,0.0
